vehicle_id,vehicle_label,vehicle_description,seated_capacity,standing_capacity,door_count,door_width,low_floor,bike_capacity,wheelchair_access,fuel,num_carriages
3670,1207,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3671,1208,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3672,1209,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3673,1210,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3674,1211,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3675,1213,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3676,1214,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3677,1215,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3678,1216,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3679,1217,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3680,1218,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3681,1219,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3683,1221,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3684,1222,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3687,1225,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3689,1227,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3690,1228,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3694,7201,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3695,7202,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3697,7204,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3698,7205,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3699,7206,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3700,7207,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3701,7208,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3704,7211,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3705,7212,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3706,7213,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3707,7214,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3708,7215,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3709,7216,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3711,7218,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3713,7220,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3714,7221,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3717,7224,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3720,7227,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3721,7228,40LFBUS,38,25,2,normal,True,2,ramp,biodiesel,1
3723,3300,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3725,3302,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3726,3303,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3728,3305,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3729,3306,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3730,3307,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3731,3308,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3732,3309,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3734,3311,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3735,3312,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3736,3313,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3737,3314,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3738,3315,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3739,3316,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3740,3317,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3741,3318,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3742,3319,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3744,3321,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3745,3322,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3746,3323,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3747,3324,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3748,3325,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3750,3327,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3751,3328,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3752,3330,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3753,3331,ARTICLFBUS,60,58,2,normal,True,2,ramp,biodiesel,1
3754,3332,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3755,3333,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3756,3334,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3757,3335,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3758,3336,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3759,3337,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3760,3338,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3761,3339,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3762,60020,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3763,60021,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3764,60022,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3765,3340,ARTICLFBUS,58,55,2,normal,True,2,ramp,biodiesel,1
3769,M-0374,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
3772,M-0319,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
3775,M-0582,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
3779,M-0301,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
3780,60023,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3781,60024,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3782,60025,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3783,60026,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3784,T-0003,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3785,3350,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3786,3351,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3787,3352,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3788,3353,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3791,3356,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3792,3357,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3793,3358,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3794,3359,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3795,3360,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3796,3361,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3797,3362,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3799,3364,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3800,3365,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3801,3366,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3803,3368,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3807,3372,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3809,3374,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
3810,1240,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3811,1241,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3812,1242,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3813,1243,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3814,1244,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3815,1245,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3817,1247,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3818,1248,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3819,1249,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3820,1250,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3821,1251,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3822,1252,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3826,1256,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3827,1257,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3828,1258,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3829,1259,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3831,1261,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3832,1262,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3833,1263,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3835,1265,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3836,1266,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3837,1267,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3838,1268,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3840,1270,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3841,1271,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3842,1272,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3843,1273,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3845,1275,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3846,1276,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3847,1277,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3848,1278,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3849,1279,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3850,1280,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3851,1281,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3852,1282,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3854,1284,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3855,1285,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3856,1286,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3857,1287,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3859,1289,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3862,1292,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3863,1293,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3864,1294,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3865,1295,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3868,1298,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3869,1299,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3870,1300,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3871,1301,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3872,1302,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3873,1303,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3874,1304,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3876,1306,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3878,1308,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3879,1309,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3880,1310,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3881,1311,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3882,1312,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3886,1314,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3887,1315,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3888,1316,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3889,1317,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3890,1318,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3891,1319,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3892,1320,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3893,1321,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3894,1322,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3896,1324,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3897,1325,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3898,1326,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3899,1327,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3900,1328,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3901,1329,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3902,1330,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3903,1331,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3904,1332,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3905,1333,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3906,1334,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3907,1335,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3908,1336,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3909,1337,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3910,1338,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3911,1339,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3912,1340,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3913,1341,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3914,1342,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3915,1343,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3916,1344,40LFBUS,38,36,2,normal,True,2,ramp,biodiesel,1
3919,1402,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3922,1403,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3923,1404,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3924,1405,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3925,1406,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3926,1407,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3928,1409,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3929,1410,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3930,1411,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3931,1412,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3932,1413,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3933,1414,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3934,1415,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3935,1416,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3936,1417,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3937,1418,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3938,1419,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3939,1420,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3940,1421,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3941,1422,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3942,1423,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3943,1424,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3944,1425,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3945,1426,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3946,1427,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3947,1428,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3948,1429,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3949,1430,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3950,1431,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3951,1432,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3952,1433,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3953,1434,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3954,1435,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3955,1436,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3956,1437,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3957,1438,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3958,1439,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3959,1440,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3960,1441,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3961,1442,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3962,1443,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3969,6000,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3970,D-0482,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3971,N-483,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3974,60060,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3975,60061,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3976,60062,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3977,60063,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3978,60064,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3979,60065,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
3980,7300,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3981,7301,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3982,7302,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3983,7303,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3984,7304,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3985,7305,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3987,7307,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3988,7308,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
3989,7309,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3990,7310,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3991,7311,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3992,7312,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3993,7313,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3994,7314,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3995,7315,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3996,7316,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3997,7317,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3998,7318,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
3999,7319,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4000,7320,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4001,7321,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4002,7322,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4003,7323,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4004,7324,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4005,7325,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4006,7326,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4007,7327,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4008,7328,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4009,7329,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4010,7330,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4011,7331,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4012,7332,40LFBUS,38,26,2,normal,True,2,ramp,biodiesel,1
4021,60201,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
4022,60202,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
4023,60203,SUBHFBUS,57,12,1,normal,False,2,lift,biodiesel,1
4026,FS-60031,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4027,60032,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4028,FS-60033,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4029,1500,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4030,1501,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4031,1502,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4032,1503,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4033,1504,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4035,1506,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4036,1507,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4037,1508,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4038,1509,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4039,1510,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4040,1511,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4041,1512,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4042,1513,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4043,1514,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4044,1515,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4045,1516,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4046,1517,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4047,1518,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4048,1519,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4049,1520,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4050,1521,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4051,1522,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4052,1523,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4053,1524,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4054,1525,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4055,1526,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4056,1527,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4057,1528,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4058,1529,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4059,1530,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4060,1531,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4061,1532,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4062,1533,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4063,1534,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4064,1535,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4065,1536,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4066,1537,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4067,1538,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4068,1539,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4069,1540,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4070,1541,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4071,1542,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4072,1543,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4073,1544,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4074,1545,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4075,1546,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4076,1547,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4077,1548,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4078,1549,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4079,1550,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4080,1551,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4081,1552,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4082,1553,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4083,1554,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4084,1555,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4085,1556,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4086,1557,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4087,1558,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4088,1559,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4089,1560,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4090,1561,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4091,1562,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4092,1563,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4093,1564,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4094,1565,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4095,1566,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4098,1569,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4099,1570,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4100,1571,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4101,1572,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4102,1573,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4103,1574,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4104,60066,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
4105,60067,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
4106,60068,ARTICLFBUS,60,55,2,normal,True,2,ramp,biodiesel,1
4107,1400,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4108,1401,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4109,1567,40LFBUS,36,38,2,normal,True,2,ramp,biodiesel,1
4126,1600,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4127,LN-0375,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4129,LN-0373,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4130,LN-0518,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4131,LN-0519,40LFBUS,38,38,2,normal,True,2,ramp,biodiesel,1
4135,3420,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
4136,3421,ARTICLFBUS,57,55,2,normal,True,2,ramp,biodiesel,1
