stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,wheelchair_boarding,platform_code,parent_station,level_id,zone_id
34,34,Chicago Ave S & 8th St S,Farside S,44.971095,-93.262426,https://www.metrotransit.org/nextrip/34,0,1,,,,
39,39,Chicago Ave S & 17th St E,Nearside S,44.966423,-93.262641,https://www.metrotransit.org/nextrip/39,0,1,,,,
40,40,Chicago Ave S & 18th St E,Farside S,44.964945,-93.262638,https://www.metrotransit.org/nextrip/40,0,1,,,,
43,43,Chicago Ave S & 22nd St E,Nearside S,44.961029,-93.262650,https://www.metrotransit.org/nextrip/43,0,1,,,,
45,45,Chicago Ave S & 25th St E,Nearside S,44.957476,-93.262668,https://www.metrotransit.org/nextrip/45,0,1,,,,
47,47,Chicago Ave S & 27th St E,Nearside S,44.953840,-93.262698,https://www.metrotransit.org/nextrip/47,0,1,,,,
48,48,Chicago Ave S & 28th St E,Nearside S,44.952097,-93.262734,https://www.metrotransit.org/nextrip/48,0,1,,,,
50,50,Chicago Ave S & 31st St E,Nearside S,44.946818,-93.262765,https://www.metrotransit.org/nextrip/50,0,1,,,,
51,51,Chicago Ave S & 32nd St E,Nearside S,44.944832,-93.262729,https://www.metrotransit.org/nextrip/51,0,1,,,,
52,52,Chicago Ave S & 33rd St E,Nearside S,44.943277,-93.262722,https://www.metrotransit.org/nextrip/52,0,1,,,,
54,54,Chicago Ave S & 35th St E,Nearside S,44.939680,-93.262673,https://www.metrotransit.org/nextrip/54,0,1,,,,
62,62,Chicago Ave S & 43rd St E,Nearside S,44.925239,-93.262616,https://www.metrotransit.org/nextrip/62,0,1,,,,
63,63,Chicago Ave S & 44th St E,Nearside S,44.923472,-93.262655,https://www.metrotransit.org/nextrip/63,0,1,,,,
64,64,Chicago Ave S & 45th St E,Nearside S,44.921701,-93.262674,https://www.metrotransit.org/nextrip/64,0,1,,,,
66,66,Chicago Ave S & 47th St E,Nearside S,44.918028,-93.262705,https://www.metrotransit.org/nextrip/66,0,1,,,,
68,68,Chicago Ave S & 49th St E,Nearside S,44.914394,-93.262740,https://www.metrotransit.org/nextrip/68,0,1,,,,
69,69,Chicago Ave S & 50th St E,Nearside S,44.912608,-93.262769,https://www.metrotransit.org/nextrip/69,0,1,,,,
70,70,Chicago Ave S & 51st St E,Farside S,44.910563,-93.262745,https://www.metrotransit.org/nextrip/70,0,1,,,,
72,72,Chicago Ave S & 53rd St E,Nearside S,44.907204,-93.262745,https://www.metrotransit.org/nextrip/72,0,1,,,,
73,73,Chicago Ave S & 54th St E,Nearside S,44.905355,-93.262742,https://www.metrotransit.org/nextrip/73,0,1,,,,
74,74,Chicago Ave S & 55th St E,Nearside S,44.903506,-93.262761,https://www.metrotransit.org/nextrip/74,0,1,,,,
76,76,Chicago Ave S & 57th St E,Nearside S,44.898979,-93.262878,https://www.metrotransit.org/nextrip/76,0,1,,,,
77,77,Chicago Ave S & 58th St E,Nearside S,44.898017,-93.262866,https://www.metrotransit.org/nextrip/77,0,1,,,,
78,78,Chicago Ave S & 59th St E,Nearside S,44.896205,-93.262905,https://www.metrotransit.org/nextrip/78,0,1,,,,
79,79,Chicago Ave S & 60th St E,Nearside S,44.894442,-93.262952,https://www.metrotransit.org/nextrip/79,0,1,,,,
83,83,Bryant Ave S & 36th St W,Farside S,44.937424,-93.290894,https://www.metrotransit.org/nextrip/83,0,1,,,,
84,84,Bryant Ave S & 37th St W,Nearside S,44.935992,-93.290851,https://www.metrotransit.org/nextrip/84,0,1,,,,
85,85,Bryant Ave S & 38th St W,Farside S,44.933499,-93.290865,https://www.metrotransit.org/nextrip/85,0,1,,,,
102,102,Lyndale Ave S & Franklin Ave W,Nearside S,44.962869,-93.288125,https://www.metrotransit.org/nextrip/102,0,1,,,,
103,103,Lyndale Ave S & 22nd St W,Nearside S,44.961020,-93.288137,https://www.metrotransit.org/nextrip/103,0,1,,,,
104,104,Lyndale Ave S & 24th St W,Nearside S,44.959235,-93.288141,https://www.metrotransit.org/nextrip/104,0,1,,,,
106,106,Lyndale Ave S & 26th St W,Nearside S,44.955660,-93.288155,https://www.metrotransit.org/nextrip/106,0,1,,,,
110,110,Lyndale Ave S & 31st St W,Nearside S,44.946792,-93.288233,https://www.metrotransit.org/nextrip/110,0,1,,,,
135,135,Lyndale Ave S & Minnehaha Pkwy,Nearside S,44.908789,-93.288378,https://www.metrotransit.org/nextrip/135,0,1,,,,
136,136,Lyndale Ave S & 53rd St W,Across From S,44.906627,-93.288412,https://www.metrotransit.org/nextrip/136,0,1,,,,
137,137,Lyndale Ave S & 54th St W,Farside S,44.904795,-93.288419,https://www.metrotransit.org/nextrip/137,0,1,,,,
139,139,Lyndale Ave S & 56th St W,Nearside S,44.901839,-93.288433,https://www.metrotransit.org/nextrip/139,0,1,,,,
140,140,Lyndale Ave & 58th St/57th St - Layover,Midblock N,44.898907,-93.288400,https://www.metrotransit.org/nextrip/140,0,2,,,,
141,141,Lyndale Ave S & 56th St W,Farside N,44.901763,-93.288170,https://www.metrotransit.org/nextrip/141,0,1,,,,
162,162,Bryant Ave S & 37th St W,Nearside N,44.935791,-93.290695,https://www.metrotransit.org/nextrip/162,0,1,,,,
163,163,Bryant Ave S & 36th St W,Nearside N,44.937560,-93.290674,https://www.metrotransit.org/nextrip/163,0,1,,,,
169,169,Lyndale Ave S & 31st St W,Farside N,44.946831,-93.288007,https://www.metrotransit.org/nextrip/169,0,1,,,,
170,170,Lyndale Ave S & Lake St W,Farside N,44.948750,-93.287986,https://www.metrotransit.org/nextrip/170,0,1,,,,
171,171,Lyndale Ave S & 28th St W,Nearside N,44.951840,-93.287939,https://www.metrotransit.org/nextrip/171,0,1,,,,
173,173,Lyndale Ave S & 26th St W,Nearside N,44.955427,-93.287927,https://www.metrotransit.org/nextrip/173,0,1,,,,
175,175,Lyndale Ave S & 24th St W,Nearside N,44.959036,-93.287895,https://www.metrotransit.org/nextrip/175,0,1,,,,
177,177,Lyndale Ave S & Franklin Ave W,Nearside N,44.962548,-93.287918,https://www.metrotransit.org/nextrip/177,0,1,,,,
179,179,50th St W & Dupont Ave S,Nearside W,44.912382,-93.293231,https://www.metrotransit.org/nextrip/179,0,1,,,,
183,183,50th St W & Minnehaha Pkwy,Nearside W,44.912401,-93.297817,https://www.metrotransit.org/nextrip/183,0,1,,,,
186,186,50th St W & Logan Ave S,Nearside W,44.912413,-93.303403,https://www.metrotransit.org/nextrip/186,0,1,,,,
190,190,50th St W & Penn Ave S,Nearside W,44.912430,-93.308545,https://www.metrotransit.org/nextrip/190,0,1,,,,
193,193,50th St W & Sheridan Ave S,Nearside W,44.912457,-93.312318,https://www.metrotransit.org/nextrip/193,0,1,,,,
195,195,50th St W & Upton Ave S,Nearside W,44.912474,-93.314860,https://www.metrotransit.org/nextrip/195,0,1,,,,
196,196,50th St W & Vincent Ave S,Nearside W,44.912489,-93.316136,https://www.metrotransit.org/nextrip/196,0,1,,,,
198,198,50th St W & Xerxes Ave S,Nearside W,44.912509,-93.318676,https://www.metrotransit.org/nextrip/198,0,1,,,,
199,199,50th St W & Zenith Ave,Nearside W,44.912527,-93.321100,https://www.metrotransit.org/nextrip/199,0,1,,,,
201,201,50th St W & Abbott Ave S,Nearside W,44.912538,-93.322503,https://www.metrotransit.org/nextrip/201,0,1,,,,
203,203,50th St W & Chowen Ave S,Nearside W,44.912562,-93.325017,https://www.metrotransit.org/nextrip/203,0,1,,,,
205,205,50th St W & Ewing Ave S,Nearside W,44.912583,-93.327539,https://www.metrotransit.org/nextrip/205,0,1,,,,
208,208,50th St W & France Ave S,Farside W,44.912578,-93.329571,https://www.metrotransit.org/nextrip/208,0,1,,,,
210,210,50th St W & Maple Rd,Nearside W,44.912583,-93.333405,https://www.metrotransit.org/nextrip/210,0,1,,,,
212,212,50th St W & Bruce Ave,Nearside W,44.912597,-93.335986,https://www.metrotransit.org/nextrip/212,0,1,,,,
213,213,50th St W & Wooddale Ave,Nearside W,44.912664,-93.339019,https://www.metrotransit.org/nextrip/213,0,1,,,,
214,214,50th St W & Browndale Ave,Nearside W,44.912017,-93.342596,https://www.metrotransit.org/nextrip/214,0,1,,,,
216,216,50th St W & Grange Rd,Across From W,44.911844,-93.348515,https://www.metrotransit.org/nextrip/216,0,1,,,,
217,217,Vernon Ave & Interlachen Blvd,Nearside W,44.912265,-93.353963,https://www.metrotransit.org/nextrip/217,0,1,,,,
218,218,Vernon Ave & Wells Fargo Bank,Nearside S,44.910781,-93.355711,https://www.metrotransit.org/nextrip/218,0,1,,,,
219,219,Eden Ave & Vernon Ave / Sherwood Rd,Midblock E,44.908740,-93.355954,https://www.metrotransit.org/nextrip/219,0,1,,,,
220,220,Eden-Vernon Busway & Sherwood/Vernon Ave,Midblock W,44.908201,-93.356740,https://www.metrotransit.org/nextrip/220,0,1,,,,
252,252,Thompson Ave & Bellows St,Nearside E,44.901563,-93.092344,https://www.metrotransit.org/nextrip/252,0,2,,,,
254,254,Thompson Ave & #85 - The Oaks Apts,Across From E,44.901557,-93.090111,https://www.metrotransit.org/nextrip/254,0,2,,,,
255,255,Thompson Ave & Carmel Ave,Nearside E,44.900256,-93.087856,https://www.metrotransit.org/nextrip/255,0,2,,,,
256,256,Thompson Ave & Humboldt Ave,Nearside E,44.900034,-93.085201,https://www.metrotransit.org/nextrip/256,0,2,,,,
257,257,Thompson Ave & Livingston Ave,Nearside E,44.901473,-93.082264,https://www.metrotransit.org/nextrip/257,0,2,,,,
258,258,Robert St S & Emerson Ave,Nearside N,44.904981,-93.080517,https://www.metrotransit.org/nextrip/258,0,1,,,,
259,259,Robert St S & Logan Ave,Nearside N,44.906848,-93.080503,https://www.metrotransit.org/nextrip/259,0,1,,,,
260,260,Robert St S & Moreland Ave,Nearside N,44.908640,-93.080506,https://www.metrotransit.org/nextrip/260,0,1,,,,
261,261,Robert St S & Orme St,Nearside N,44.910237,-93.080515,https://www.metrotransit.org/nextrip/261,0,1,,,,
262,262,Butler Ave & Robert St,Farside W,44.912446,-93.081035,https://www.metrotransit.org/nextrip/262,0,1,,,,
266,266,Butler Ave & Humboldt Ave,Nearside W,44.912470,-93.084809,https://www.metrotransit.org/nextrip/266,0,1,,,,
267,267,Butler Ave & Hall Ave,Nearside W,44.912468,-93.086285,https://www.metrotransit.org/nextrip/267,0,1,,,,
268,268,Butler Ave & Stryker Ave,Nearside W,44.912475,-93.087762,https://www.metrotransit.org/nextrip/268,0,1,,,,
269,269,Stryker Ave & Arion St,Nearside N,44.914376,-93.087887,https://www.metrotransit.org/nextrip/269,0,1,,,,
270,270,Stryker Ave & Bernard St,Nearside N,44.916021,-93.087912,https://www.metrotransit.org/nextrip/270,0,1,,,,
271,271,Stryker Ave & Haskell St,Nearside N,44.917870,-93.087931,https://www.metrotransit.org/nextrip/271,0,1,,,,
272,272,Stryker Ave & Annapolis St,Farside N,44.919787,-93.087926,https://www.metrotransit.org/nextrip/272,0,1,,,,
274,274,Stryker Ave & Winona St,Nearside N,44.921293,-93.087954,https://www.metrotransit.org/nextrip/274,0,1,,,,
276,276,Stryker Ave & Curtice St,Nearside N,44.922975,-93.087958,https://www.metrotransit.org/nextrip/276,0,1,,,,
278,278,Stryker Ave & Morton St,Nearside N,44.925349,-93.087979,https://www.metrotransit.org/nextrip/278,0,1,,,,
280,280,Stryker Ave & Elizabeth St,Across From N,44.927044,-93.088007,https://www.metrotransit.org/nextrip/280,0,1,,,,
282,282,Stryker Ave & Stevens St,Nearside N,44.928658,-93.088026,https://www.metrotransit.org/nextrip/282,0,1,,,,
284,284,George St & Hall Ave,Nearside E,44.929655,-93.086816,https://www.metrotransit.org/nextrip/284,0,1,,,,
285,285,Humboldt Ave & Robie St,Across From N,44.930444,-93.085104,https://www.metrotransit.org/nextrip/285,0,1,,,,
286,286,Humboldt Ave & Winifred St,Across From N,44.931311,-93.085120,https://www.metrotransit.org/nextrip/286,0,1,,,,
287,287,Wabasha St & Congress St,Nearside N,44.932137,-93.084631,https://www.metrotransit.org/nextrip/287,0,1,,,,
289,289,Wabasha St & Cesar Chavez St,Nearside N,44.933669,-93.084239,https://www.metrotransit.org/nextrip/289,0,1,,,,
291,291,Wabasha St & Vision Loss Resources,Nearside N,44.936163,-93.086649,https://www.metrotransit.org/nextrip/291,0,1,,,,
292,292,Wabasha St & Plato Blvd,Nearside N,44.937253,-93.087516,https://www.metrotransit.org/nextrip/292,0,1,,,,
299,299,Wabasha St & Congress St,Nearside S,44.932334,-93.084665,https://www.metrotransit.org/nextrip/299,0,1,,,,
300,300,Wabasha St & Winifred St,Nearside S,44.931514,-93.085258,https://www.metrotransit.org/nextrip/300,0,1,,,,
303,303,George St & Hall Ave,Nearside W,44.929719,-93.086430,https://www.metrotransit.org/nextrip/303,0,1,,,,
304,304,Stryker Ave & George St,Farside S,44.929448,-93.088172,https://www.metrotransit.org/nextrip/304,0,1,,,,
307,307,Stryker Ave & Elizabeth St,Nearside S,44.927330,-93.088151,https://www.metrotransit.org/nextrip/307,0,1,,,,
309,309,Stryker Ave & Morton St,Nearside S,44.925535,-93.088139,https://www.metrotransit.org/nextrip/309,0,1,,,,
312,312,Stryker Ave & Curtice St,Across From S,44.923136,-93.088128,https://www.metrotransit.org/nextrip/312,0,1,,,,
314,314,Stryker Ave & Winona St,Nearside S,44.921489,-93.088124,https://www.metrotransit.org/nextrip/314,0,1,,,,
316,316,Stryker Ave & Annapolis St,Nearside S,44.919777,-93.088110,https://www.metrotransit.org/nextrip/316,0,1,,,,
317,317,Stryker Ave & Haskell St,Nearside S,44.918094,-93.088092,https://www.metrotransit.org/nextrip/317,0,1,,,,
318,318,Stryker Ave & Bernard St,Nearside S,44.916249,-93.088072,https://www.metrotransit.org/nextrip/318,0,1,,,,
319,319,Stryker Ave & Arion St,Nearside S,44.914594,-93.088048,https://www.metrotransit.org/nextrip/319,0,1,,,,
320,320,Stryker Ave & Butler Ave,Nearside S,44.912549,-93.088018,https://www.metrotransit.org/nextrip/320,0,1,,,,
321,321,Butler Ave & Hall Ave,Across From E,44.912361,-93.086671,https://www.metrotransit.org/nextrip/321,0,1,,,,
322,322,Butler Ave & Humboldt Ave,Across From E,44.912362,-93.084832,https://www.metrotransit.org/nextrip/322,0,2,,,,
324,324,Butler Ave & Livingston Ave / Robert St,Midblock E,44.912342,-93.081327,https://www.metrotransit.org/nextrip/324,0,1,,,,
326,326,Robert St S & Orme St,Nearside S,44.910701,-93.080757,https://www.metrotransit.org/nextrip/326,0,1,,,,
328,328,Livingston Ave & Butler Ave / Orme St,Midblock S,44.911572,-93.081921,https://www.metrotransit.org/nextrip/328,0,1,,,,
329,329,Robert St S & Moreland Ave,Nearside S,44.908979,-93.080760,https://www.metrotransit.org/nextrip/329,0,1,,,,
330,330,Robert St S & Logan Ave,Nearside S,44.907100,-93.080755,https://www.metrotransit.org/nextrip/330,0,1,,,,
331,331,Robert St S & Emerson Ave,Nearside S,44.905358,-93.080752,https://www.metrotransit.org/nextrip/331,0,1,,,,
332,332,Robert St S & Thompson Ave,Nearside S,44.901811,-93.080763,https://www.metrotransit.org/nextrip/332,0,1,,,,
333,333,Thompson Ave & Livingston Ave,Across From W,44.901591,-93.082050,https://www.metrotransit.org/nextrip/333,0,1,,,,
334,334,Thompson Ave & Humboldt Ave,Across From W,44.900265,-93.084980,https://www.metrotransit.org/nextrip/334,0,1,,,,
335,335,Thompson Ave & Carmel Ave,Across From W,44.900200,-93.087485,https://www.metrotransit.org/nextrip/335,0,1,,,,
336,336,Thompson Ave & #85 - The Oaks Apts,Nearside W,44.901623,-93.089315,https://www.metrotransit.org/nextrip/336,0,1,,,,
337,337,Thompson Ave & Bidwell St,Nearside W,44.901671,-93.090665,https://www.metrotransit.org/nextrip/337,0,1,,,,
338,338,Thompson Ave & Bellows St,Nearside W,44.901670,-93.091945,https://www.metrotransit.org/nextrip/338,0,1,,,,
364,364,Robert St S & Wentworth Ave,Nearside S,44.898260,-93.080818,https://www.metrotransit.org/nextrip/364,0,1,,,,
365,365,Robert St S & Lothenbach Ave,Nearside S,44.894601,-93.080729,https://www.metrotransit.org/nextrip/365,0,1,,,,
366,366,Robert St S & Marie Ave,Nearside S,44.891170,-93.080718,https://www.metrotransit.org/nextrip/366,0,1,,,,
371,371,Livingston Ave & Marie Ave,Farside S,44.890562,-93.083215,https://www.metrotransit.org/nextrip/371,0,2,,,,
374,374,Livingston Ave & Crusader Ave E,Nearside S,44.887300,-93.083193,https://www.metrotransit.org/nextrip/374,0,2,,,,
375,375,Livingston Ave & Mendota Rd,Nearside S,44.883826,-93.084438,https://www.metrotransit.org/nextrip/375,0,1,,,,
376,376,Mendota Rd & Robert Trail S,Nearside E,44.883482,-93.080866,https://www.metrotransit.org/nextrip/376,0,2,,,,
377,377,50th St E & Robert St S,Farside E,44.880872,-93.080055,https://www.metrotransit.org/nextrip/377,0,2,,,,
382,382,50th St E & Babcock Trail,Nearside E,44.876549,-93.065344,https://www.metrotransit.org/nextrip/382,0,2,,,,
385,385,Babcock Trail & 55th St E (Cenex Dr),Nearside S,44.869297,-93.065880,https://www.metrotransit.org/nextrip/385,0,1,,,,
387,387,Babcock Trail & Upper 55th St E,Nearside S,44.867373,-93.066243,https://www.metrotransit.org/nextrip/387,0,2,,,,
388,388,Upper 55th St E & Audrey Ave,Across From W,44.867364,-93.069824,https://www.metrotransit.org/nextrip/388,0,2,,,,
389,389,Upper 55th St E & Asher Ave,Across From W,44.867830,-93.072938,https://www.metrotransit.org/nextrip/389,0,2,,,,
390,390,Upper 55th St E & Annette Ave,Across From W,44.869142,-93.075346,https://www.metrotransit.org/nextrip/390,0,2,,,,
392,392,Upper 55th St E & Alta Ave,Nearside W,44.869121,-93.078594,https://www.metrotransit.org/nextrip/392,0,2,,,,
393,393,Upper 55th St E & Robert Trail S,Nearside W,44.869094,-93.080284,https://www.metrotransit.org/nextrip/393,0,2,,,,
395,395,Alta Ave & 54th St / 55th St E,Midblock S,44.870409,-93.078839,https://www.metrotransit.org/nextrip/395,0,2,,,,
397,397,Alta Ave & Upper 55th St E,Nearside S,44.869200,-93.078846,https://www.metrotransit.org/nextrip/397,0,2,,,,
400,400,Upper 55th St E & Annette Ave,Nearside E,44.869084,-93.075591,https://www.metrotransit.org/nextrip/400,0,2,,,,
401,401,Upper 55th St E & Asher Ave,Nearside E,44.867868,-93.073223,https://www.metrotransit.org/nextrip/401,0,2,,,,
402,402,Upper 55th St E & Audrey Ave,Nearside E,44.867285,-93.069858,https://www.metrotransit.org/nextrip/402,0,2,,,,
405,405,Lake Cove Apts & Audubon Ave,Farside S,44.870928,-93.069652,https://www.metrotransit.org/nextrip/405,0,2,,,,
415,415,Mendota Rd & Robert St S,Farside W,44.883649,-93.080942,https://www.metrotransit.org/nextrip/415,0,1,,,,
416,416,Livingston Ave & Mendota Rd,Farside N,44.883936,-93.084298,https://www.metrotransit.org/nextrip/416,0,1,,,,
417,417,Livingston Ave & Crusader Ave E,Nearside N,44.887031,-93.083065,https://www.metrotransit.org/nextrip/417,0,1,,,,
420,420,Livingston Ave & Marie Ave,Nearside N,44.890675,-93.083073,https://www.metrotransit.org/nextrip/420,0,2,,,,
423,423,Marie Ave & Livingston Ave / Robert St,Midblock E,44.890772,-93.081758,https://www.metrotransit.org/nextrip/423,0,1,,,,
425,425,Robert St S & Lothenbach Ave,Farside N,44.894668,-93.080491,https://www.metrotransit.org/nextrip/425,0,1,,,,
426,426,Robert St S & Wentworth Ave,Nearside N,44.897863,-93.080507,https://www.metrotransit.org/nextrip/426,0,1,,,,
430,430,60th St E & 10th Ave S,Nearside E,44.894256,-93.261384,https://www.metrotransit.org/nextrip/430,0,1,,,,
431,431,Portland & 60th St Station,Farside S,44.894061,-93.267891,https://www.metrotransit.org/nextrip/431,0,1,,,,
436,436,Portland & 66th St Station,Nearside S,44.883978,-93.267991,https://www.metrotransit.org/nextrip/436,0,1,,,,
441,441,Portland & 70th St Station,Nearside S,44.876434,-93.268076,https://www.metrotransit.org/nextrip/441,0,1,,,,
444,444,Portland & 73rd St Station,Nearside S,44.871059,-93.268161,https://www.metrotransit.org/nextrip/444,0,1,,,,
449,449,Portland & 77th St Station,Nearside S,44.863998,-93.268225,https://www.metrotransit.org/nextrip/449,0,1,,,,
542,542,Vernon Ave & Eden Ave,Farside N,44.909226,-93.356155,https://www.metrotransit.org/nextrip/542,0,1,,,,
543,543,Vernon Ave & #5101,Nearside N,44.910946,-93.355300,https://www.metrotransit.org/nextrip/543,0,2,,,,
544,544,Vernon Ave & Interlachen Blvd,Nearside E,44.912010,-93.354203,https://www.metrotransit.org/nextrip/544,0,1,,,,
557,557,Larpenteur Ave & Fernwood St,Nearside E,44.991846,-93.151550,https://www.metrotransit.org/nextrip/557,0,1,,,,
559,559,Lexington Ave & Larpenteur Ave,Farside N,44.992349,-93.146338,https://www.metrotransit.org/nextrip/559,0,1,,,,
560,560,Lexington Ave & Larpenteur Ave,Nearside S,44.992272,-93.146596,https://www.metrotransit.org/nextrip/560,0,1,,,,
573,573,Co Rd B & Fernwood St,Across From W,45.006432,-93.151378,https://www.metrotransit.org/nextrip/573,0,1,,,,
575,575,Co Rd B & Dellwood St,Nearside W,45.006399,-93.153891,https://www.metrotransit.org/nextrip/575,0,1,,,,
576,576,Co Rd B & Hamline Ave,Nearside W,45.006389,-93.156317,https://www.metrotransit.org/nextrip/576,0,1,,,,
578,578,Co Rd B & Albert St,Farside W,45.006338,-93.159730,https://www.metrotransit.org/nextrip/578,0,1,,,,
580,580,Co Rd B & Target Driveway,Nearside W,45.006326,-93.162943,https://www.metrotransit.org/nextrip/580,0,1,,,,
591,591,Fairview Ave & Rosedale / Co Rd B-2,Midblock N,45.013431,-93.176794,https://www.metrotransit.org/nextrip/591,0,1,,,,
594,594,Co Rd B-2 & American St,Across From E,45.014946,-93.170499,https://www.metrotransit.org/nextrip/594,0,1,,,,
620,620,Portland & 77th St Station,Farside N,44.864116,-93.268021,https://www.metrotransit.org/nextrip/620,0,1,,,,
624,624,77th St E & Chicago Ave S,Nearside E,44.863665,-93.263300,https://www.metrotransit.org/nextrip/624,0,1,,,,
639,639,Portland & 70th St Station,Nearside N,44.876179,-93.267929,https://www.metrotransit.org/nextrip/639,0,1,,,,
643,643,Portland & 66th St Station,Nearside N,44.882993,-93.267718,https://www.metrotransit.org/nextrip/643,0,1,,,,
645,645,66th St E & Park Ave S,Nearside E,44.883439,-93.265605,https://www.metrotransit.org/nextrip/645,0,1,,,,
647,647,66th St E & Chicago Ave S,Nearside E,44.883440,-93.263216,https://www.metrotransit.org/nextrip/647,0,1,,,,
649,649,66th St E & 10th Ave S,Nearside E,44.883440,-93.260712,https://www.metrotransit.org/nextrip/649,0,1,,,,
651,651,66th St E & 12th Ave S,Nearside E,44.883429,-93.258331,https://www.metrotransit.org/nextrip/651,0,1,,,,
653,653,66th St E & 14th Ave S,Nearside E,44.883431,-93.255817,https://www.metrotransit.org/nextrip/653,0,1,,,,
655,655,66th St E & Bloomington Ave S,Nearside E,44.883418,-93.253297,https://www.metrotransit.org/nextrip/655,0,1,,,,
656,656,Bloomington Ave S & 67th St E,Nearside S,44.881840,-93.252999,https://www.metrotransit.org/nextrip/656,0,1,,,,
657,657,Bloomington Ave S & 68th St E,Nearside S,44.880039,-93.252996,https://www.metrotransit.org/nextrip/657,0,2,,,,
658,658,Bloomington Ave S & 69th St E,Across From S,44.878150,-93.252996,https://www.metrotransit.org/nextrip/658,0,2,,,,
659,659,Bloomington Ave S & 70th St E,Nearside S,44.876461,-93.252977,https://www.metrotransit.org/nextrip/659,0,1,,,,
660,660,Bloomington Ave S & 71st St E,Nearside S,44.874662,-93.253022,https://www.metrotransit.org/nextrip/660,0,2,,,,
661,661,Bloomington Ave S & Diagonal Blvd,Nearside S,44.873273,-93.252998,https://www.metrotransit.org/nextrip/661,0,1,,,,
662,662,Bloomington Ave S & 73rd St E,Across From S,44.870975,-93.253004,https://www.metrotransit.org/nextrip/662,0,2,,,,
663,663,Bloomington Ave S & 74th St E,Nearside S,44.869213,-93.253007,https://www.metrotransit.org/nextrip/663,0,2,,,,
664,664,Bloomington Ave S & 75th St E,Nearside S,44.867413,-93.253016,https://www.metrotransit.org/nextrip/664,0,2,,,,
665,665,Bloomington Ave S & 76th St E,Nearside S,44.865663,-93.253046,https://www.metrotransit.org/nextrip/665,0,1,,,,
684,684,86th St E & 22nd Ave S,Nearside E,44.847910,-93.242406,https://www.metrotransit.org/nextrip/684,0,1,,,,
685,685,Old Shakopee Rd & 86th St E,Farside N,44.848637,-93.238970,https://www.metrotransit.org/nextrip/685,0,2,,,,
688,688,Old Shakopee Rd & 86th St E,Nearside S,44.848121,-93.239446,https://www.metrotransit.org/nextrip/688,0,1,,,,
689,689,86th St E & 22nd Ave S,Nearside W,44.848024,-93.241943,https://www.metrotransit.org/nextrip/689,0,1,,,,
690,690,86th St E & Blooming Meadows Apts,Nearside W,44.848017,-93.244765,https://www.metrotransit.org/nextrip/690,0,1,,,,
709,709,Bloomington Ave S & 76th St E,Farside N,44.865709,-93.252888,https://www.metrotransit.org/nextrip/709,0,1,,,,
710,710,Bloomington Ave S & 75th St E,Nearside N,44.867232,-93.252873,https://www.metrotransit.org/nextrip/710,0,1,,,,
711,711,Bloomington Ave S & 74th St E,Nearside N,44.869005,-93.252880,https://www.metrotransit.org/nextrip/711,0,1,,,,
712,712,Bloomington Ave S & 73rd St E,Nearside N,44.870810,-93.252857,https://www.metrotransit.org/nextrip/712,0,1,,,,
714,714,Bloomington Ave S & Diagonal Blvd,Farside N,44.873469,-93.252856,https://www.metrotransit.org/nextrip/714,0,1,,,,
715,715,Bloomington Ave S & Fern Dr,Nearside N,44.874873,-93.252862,https://www.metrotransit.org/nextrip/715,0,1,,,,
716,716,Bloomington Ave S & 70th St E,Nearside N,44.876196,-93.252859,https://www.metrotransit.org/nextrip/716,0,1,,,,
717,717,Bloomington Ave S & 69th St E,Nearside N,44.877975,-93.252864,https://www.metrotransit.org/nextrip/717,0,1,,,,
718,718,Bloomington Ave S & 68th St E,Nearside N,44.879805,-93.252854,https://www.metrotransit.org/nextrip/718,0,1,,,,
719,719,Bloomington Ave S & 67th St E,Nearside N,44.881591,-93.252847,https://www.metrotransit.org/nextrip/719,0,1,,,,
720,720,Bloomington Ave S & 66th St E,Nearside N,44.883334,-93.252860,https://www.metrotransit.org/nextrip/720,0,1,,,,
722,722,66th St E & 14th Ave S,Nearside W,44.883583,-93.255231,https://www.metrotransit.org/nextrip/722,0,1,,,,
724,724,66th St E & 12th Ave S,Farside W,44.883582,-93.257704,https://www.metrotransit.org/nextrip/724,0,1,,,,
726,726,66th St E & 10th Ave S,Nearside W,44.883574,-93.260348,https://www.metrotransit.org/nextrip/726,0,1,,,,
728,728,66th St E & Chicago Ave S,Nearside W,44.883580,-93.263093,https://www.metrotransit.org/nextrip/728,0,1,,,,
730,730,66th St E & Park Ave S,Nearside W,44.883590,-93.265210,https://www.metrotransit.org/nextrip/730,0,1,,,,
737,737,Portland & 60th St Station,Nearside N,44.894215,-93.267702,https://www.metrotransit.org/nextrip/737,0,1,,,,
738,738,60th St E & 10th Ave S,Nearside W,44.894369,-93.260226,https://www.metrotransit.org/nextrip/738,0,1,,,,
740,740,60th St E & Chicago Ave S,Nearside W,44.894361,-93.262674,https://www.metrotransit.org/nextrip/740,0,1,,,,
742,742,Chicago Ave S & 59th St E,Nearside N,44.895974,-93.262752,https://www.metrotransit.org/nextrip/742,0,1,,,,
743,743,Chicago Ave S & 58th St E,Nearside N,44.897794,-93.262708,https://www.metrotransit.org/nextrip/743,0,1,,,,
744,744,Chicago Ave S & 57th St E,Nearside N,44.899631,-93.262670,https://www.metrotransit.org/nextrip/744,0,1,,,,
