1182781,16124,2026-08-14 09:23:00.213556,2026-08-14 09:23:00
1183550,16124,2026-08-14 09:35:00.207725,2026-08-14 09:35:00
1178646,16124,2026-08-14 09:47:00.004985,2026-08-14 09:47:00
1187236,16124,2026-08-14 09:59:00.993737,2026-08-14 09:59:00
1181408,16124,2026-08-14 10:11:00.342658,2026-08-14 10:11:00
1182499,16124,2026-08-14 10:23:00.345227,2026-08-14 10:23:00
1177802,16124,2026-08-14 10:35:00.216622,2026-08-14 10:35:00
1184030,16124,2026-08-14 10:47:00.348103,2026-08-14 10:47:00
1182835,16124,2026-08-14 10:57:00.345925,2026-08-14 10:57:00
1181263,16124,2026-08-14 11:07:00.342181,2026-08-14 11:07:00
1181132,16124,2026-08-14 11:17:00.108758,2026-08-14 11:17:00
1183225,16124,2026-08-14 11:27:00.019945,2026-08-14 11:27:00
1188110,16124,2026-08-14 11:37:00.325006,2026-08-14 11:37:00
1178346,16124,2026-08-14 11:47:00.335490,2026-08-14 11:47:00
1178053,16124,2026-08-14 11:57:00.217167,2026-08-14 11:57:00
1185905,16124,2026-08-14 12:07:00.195621,2026-08-14 12:07:00
1178473,16124,2026-08-14 12:17:00.335907,2026-08-14 12:17:00
1186683,16124,2026-08-14 12:27:00.026971,2026-08-14 12:27:00
1188387,16124,2026-08-14 12:37:00.992629,2026-08-14 12:37:00
1181974,16124,2026-08-14 12:47:00.343654,2026-08-14 12:47:00
1178838,16124,2026-08-14 12:57:00.219487,2026-08-14 12:57:00
1184370,6206,2026-08-14 08:28:00.209553,2026-08-14 08:29:28
